smiles,m/z,I
ClC1=CC=CC(Cl)=C1C(=N)O,"[ 84.9837  86.963   90.0336 108.9838 110.9993 118.029  120.9606 126.9945
 128.002  139.0055 144.9604 146.9759 154.0047 162.9713 164.0007 171.9714
 172.9559 189.9822]","[  0.982254   0.510793   0.803969   1.792772   0.236262   0.403964
   0.622186   0.403635   0.253366   1.113434   1.655064   0.275096
   0.222342   0.367206   4.058953   6.301184 100.         2.982709]"
ClC1=CC=CC(Cl)=C1C(=N)O,"[ 62.9632  63.0228  74.015   75.0228  84.9839  86.9632  90.0338  99.
 100.0181 108.9838 109.9912 110.9997 112.9786 118.0284 120.9604 126.9942
 128.0024 135.9945 139.0056 144.9604 146.9766 154.0047 162.971  164.0009
 171.9714 189.9817]","[  1.106739   9.272803   7.890799   2.710251  13.377956  25.286033
   9.37247    2.211701  11.350545 100.         1.986247   2.632152
   2.276079   6.442791   7.097453   5.497951   4.290267   8.721558
   7.389236  45.35263    1.526909   2.717534   8.160884  51.559651
  27.789277   2.485145]"
ClC1=CC=CC(Cl)=C1C(=N)O,[172.9548 189.9819],[  1.871775 100.      ]
ClC1=CC=CC(Cl)=C1C(=N)O,[146.9761 171.9713 172.9555 189.982 ],[  0.374982   0.362675  16.680126 100.      ]
ClC1=CC=CC(Cl)=C1C(=N)O,[139.0056 146.9761 171.9714 172.9555 189.982 ],[  0.136142   1.641259   4.630747 100.        82.665921]
ClC1=CC=CC(Cl)=C1C(=N)O,"[ 84.9839 108.9835 139.0056 144.9599 146.9762 154.0052 164.0008 171.9714
 172.9555 172.9659 189.9819]","[  0.167366   0.230022   0.557232   0.408356   0.950655   0.297272
   0.964979   5.613995 100.         5.73497   14.177086]"
ClC1=CC=CC(Cl)=C1C(=N)O,"[ 63.0229  74.0148  84.9602  84.9839  86.9631  90.0338 100.018  108.9838
 112.9787 118.0284 120.9606 126.9945 128.0024 135.9949 139.0056 144.9604
 146.9761 154.0051 155.0007 162.9708 164.0009 171.9715 172.9555 172.9666
 173.9635 189.9819]","[  0.26261    0.144403   0.116962   0.846511   0.413028   0.611312
   0.206088   1.745789   0.229169   0.178577   0.519568   0.285591
   0.302972   0.187075   1.175622   1.69369    0.508891   0.261669
   0.15422    0.453553   4.384067   6.071032 100.        34.077849
   0.312157   2.178035]"
ClC1=CC=CC(Cl)=C1C(=N)O,"[ 62.9631  63.0228  74.0151  75.0229  84.9839  86.9632  90.0337  98.9995
 100.0181 108.9839 109.9919 110.9995 112.9788 118.0287 120.9605 126.9944
 128.0022 135.9947 139.0056 143.9524 144.9605 154.0051 155.0005 162.9711
 164.0009 171.9714 172.9555 172.9666 173.9636 189.9819]","[  0.158921   1.532923   1.159466   0.276165   2.655467   5.40034
   2.173765   0.489568   2.464338  20.926263   0.330907   0.292135
   0.611434   1.081543   1.500912   1.120518   0.803246   1.427308
   1.870936   0.118151   9.03443    0.190024   0.682287   1.467825
  10.947993   5.575435  83.37235  100.         0.733919   0.390215]"
ClC1=CC=CC(Cl)=C1C(=N)O,[108.9837 144.9605 146.9762 171.9714 172.9555 189.9818],[  0.123606   0.105609   1.910021   1.155647 100.         0.827192]
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[125.0152 138.9946],[100.        8.26696]
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 70.0399 125.0147 138.9939 292.1212],[  3.69636    0.797781   0.159242 100.      ]
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 69.0698  70.04   125.0152 138.9944 165.047  292.1212],[  0.444014 100.        23.191641   1.837941   0.641247  94.062759]
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 69.0698  70.04   125.0153 138.9944 139.0306 155.0264 165.0461],"[  0.555683 100.        58.968033   3.682088   0.633486   0.238262
   0.797085]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,"[ 69.0699  70.04   125.0153 129.0699 130.0778 137.0146 138.9945 139.0049
 139.0309]","[  0.83711  100.        84.712416   0.368222   0.563022   0.338108
   5.248163   0.715422   0.832281]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,"[ 69.0701  70.04    89.0388  90.0468  98.9997 103.0539 125.0153 128.0617
 130.0777 137.0152 138.9945 139.0057 139.0303]","[  0.816453  99.110124   1.146724   0.329937   0.376327   0.485877
 100.         0.432918   0.714438   0.416787   4.148104   2.416192
   0.676487]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,"[ 70.04    89.0386  90.0465  98.9996 103.0543 125.0153 128.0626 138.9943
 139.0058]","[ 94.807622   5.188961   0.734464   2.477735   0.768161 100.
   0.451905   1.779532   4.697462]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 70.0399 125.0147 292.1212],[  3.198946   0.711782 100.      ]
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 69.0699  70.04   125.0152 138.9946 165.0469 292.1211],[  0.410523 100.        25.391326   1.204837   0.353673  86.43968 ]
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 69.0699  70.04   125.0153 138.9945 139.0308 155.0259 165.0467],"[  0.839392 100.        56.398759   3.484747   0.783109   0.255147
   0.983165]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[ 69.0699  70.04   125.0153 130.0779 138.9945 139.0057 139.0311 165.0471],"[  1.187123 100.        87.199165   0.492546   5.244519   0.476687
   1.109339   0.408926]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,"[ 69.0699  70.04    89.0387 103.0543 125.0153 129.0698 130.0778 138.9945
 139.0057 139.031 ]","[  0.905604  99.762146   1.126093   0.479832 100.         0.362351
   0.758293   3.682338   1.89991    0.506513]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,"[ 69.07    70.04    89.0386  90.0464  98.9996 103.0544 125.0153 128.0622
 129.07   130.0777 137.0154 138.9945 139.0058 139.0312]","[  0.351353  92.896359   5.013974   0.614678   2.517742   0.825848
 100.         0.442547   0.335994   0.486887   0.322571   2.457066
   4.11097    0.360561]"
ClC1=CC=C(C=C1)C(O)(CN2N=CN=C2)C(C)C3CC3,[125.0153 138.9946 139.0307 165.0466],[100.         8.325318   3.268294   4.298386]
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 77.0386  92.0496  94.0652 104.0495 128.9851 130.0651 146.0115 159.0554
 177.022  186.0662 193.029  195.0328 205.0163 222.0428]","[  9.317445   9.001166  12.873197 100.         9.859692   0.926602
   6.24044    3.904092   1.892659  16.248093  13.861597   1.82829
  12.683014  28.650648]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,[ 77.0383 222.043 ],[  0.243952 100.      ]
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,[ 77.0383 104.0496 222.0431],[  0.136174   0.228115 100.      ]
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 65.0386  77.0384  92.0495  94.0652 100.9903 104.0496 105.0446 128.985
 146.0117 159.0554 159.0784 186.0663 193.0292 195.0322 205.0161 222.0431]","[  0.22052    0.923883   2.242095   1.349204   0.104569   5.918557
   0.169359   1.091702   0.676187   0.116984   0.114943   0.985048
   0.555902   0.177429   0.308058 100.      ]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 55.029   63.995   65.0386  67.0291  75.995   77.0386  83.0239  87.9948
  92.0495  93.0574  94.0652  95.0492 100.9902 101.9742 104.0495 105.0448
 116.9977 119.0602 128.985  130.0649 131.0605 132.0444 140.0261 142.0526
 146.0116 149.0152 150.0108 159.0556 159.0791 160.0627 177.0211 178.0057
 186.0662 193.0289 195.0324 205.0165 222.0428]","[  1.26746    0.47893    3.035099   0.352698   0.504031   8.244964
   0.585817   0.952928  23.851734   1.130181   8.363978   0.947941
   1.646593   0.47481   33.369033   1.957548   0.359802   0.776819
   9.823294   0.907975   0.672486   0.758646   0.255384   0.230551
   6.998414   0.721735   0.661932   1.277725   0.229225   0.272196
   0.535975   0.470979   2.932551   4.666863   0.927101   1.67448
 100.      ]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 53.0386  55.0291  63.9949  65.0386  66.0214  67.0293  75.9948  77.0387
  83.024   87.9949  92.0496  93.0574  94.0653  95.0492 100.9902 101.9743
 104.0496 105.0448 116.9976 119.0012 119.0603 125.0151 128.9851 130.0652
 131.0605 132.0445 132.0684 140.0268 142.0528 146.0117 149.0156 150.0108
 158.0606 158.0713 159.0554 160.0631 177.0219 186.0663 193.0291 195.032
 205.0164 222.0432]","[  2.658545   4.978389   2.766387  25.718141   1.039157   0.992601
   2.172131  46.049463   2.301011  10.180507 100.         7.826537
  24.237296   6.060163  12.270384   3.453287  83.788085  14.048932
   1.879283   1.070421   3.530803   0.600636  30.307685   6.214467
   4.398909   3.885241   0.853049   1.409122   1.419278  29.253892
   2.846342   7.223228   1.688765   0.937906   3.309678   1.544968
   0.962791   3.436588  12.491017   1.358227   2.380919  74.283595]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 53.0385  55.029   63.9949  65.0386  66.0212  67.0291  73.9793  75.9949
  77.0386  81.0334  83.0241  87.9949  92.0495  93.0574  94.0652  95.0491
 100.9901 101.9741 104.0495 105.0447 114.0337 116.9977 117.0576 119.0603
 122.9994 128.9851 130.0652 131.0606 132.0443 132.0685 140.0264 142.0531
 146.0117 149.0152 150.0105 158.06   159.0552 159.0795 186.0658 193.0293]","[  3.30661    5.719171   4.262855  57.956252   4.341846   1.287538
   1.317445   3.945716  79.858983   0.849792   1.273351  18.494006
 100.        16.116799  24.812526  11.843833  25.377206   3.084541
  56.112839  21.937954   1.497279   3.414661   1.116217   2.900598
   1.850457  25.834358  10.417359   4.792508   5.15485    1.791295
   1.013221   2.026149  34.887829   3.081932   6.848695   1.655784
   1.00497    0.900181   1.873026   5.656846]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,[ 77.0383 222.043 ],[  0.137823 100.      ]
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,[104.0495 222.0431],[  0.164414 100.      ]
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 65.0386  77.0385  92.0495  94.0652 104.0495 105.0445 119.0602 128.9852
 146.0116 159.0551 186.0663 193.0286 195.0317 205.0164 222.0431]","[  0.139626   0.750938   2.211877   0.988915   5.942486   0.218275
   0.133275   0.855014   0.633249   0.203905   0.707821   0.444205
   0.171327   0.402757 100.      ]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 53.0385  55.0291  63.9948  65.0386  75.9949  77.0386  83.0237  87.9949
  92.0495  93.0572  94.0652  95.0492 100.9901 101.974  104.0495 105.0447
 117.0573 119.0007 119.0604 128.985  130.0651 131.0605 132.0444 146.0116
 149.0151 150.0108 158.0603 159.0555 159.0787 177.0215 186.0661 193.0289
 195.0321 205.0165 222.043 ]","[  0.396488   0.925198   0.651504   2.607015   0.377617   7.255836
   0.414744   1.243834  21.694843   0.515515   7.4588     0.801149
   1.602401   0.500975  32.260057   2.056846   0.243179   0.305978
   0.995813   8.099108   0.785571   0.585694   0.585502   5.64562
   0.736172   0.589473   0.350548   1.41472    0.364589   0.659421
   2.961495   4.763723   0.53901    1.027622 100.      ]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 53.0385  55.029   63.9949  65.0386  66.0214  67.0289  75.9949  77.0386
  83.0241  87.9949  92.0495  93.0573  94.0652  95.0493 100.9902 101.9742
 104.0495 105.0447 116.9976 119.0604 125.0152 128.9851 130.0652 131.0604
 132.0445 132.0682 146.0116 149.0152 150.0106 158.0599 158.0716 159.0554
 159.0796 160.0631 178.0057 186.0662 193.029  195.0322 205.0163 222.0428]","[  2.354142   3.834013   2.155764  21.429431   1.078262   1.021987
   1.645151  45.758446   1.881903   9.094367 100.         5.820403
  27.147205   5.214675  10.118718   1.617794  82.512784  13.150906
   2.212504   2.210562   1.19934   30.467987   6.831498   2.714421
   3.618496   0.873215  28.227367   2.15568    5.938526   1.27723
   1.066695   2.683602   1.10545    0.975633   1.081682   3.730075
  11.313752   1.513265   0.997163  52.213496]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 53.0385  55.029   63.9948  65.0386  66.0212  73.9792  75.9949  77.0386
  81.0335  87.9949  92.0495  93.0573  94.0651  95.0491 100.9901 101.9741
 104.0495 105.0447 114.0337 116.9976 119.0604 122.9995 125.0152 128.985
 130.0651 131.0604 132.0444 132.0684 142.0525 146.0115 149.0154 150.0105
 158.0607 159.0553 160.063  186.0658 193.029  222.0421]","[  3.842369   3.076572   4.198848  55.80648    2.235022   2.026386
   3.657153  77.303215   0.911811  18.093796 100.        13.312219
  19.658153   9.141841  25.538081   2.537654  50.150464  26.038996
   1.470613   4.059337   2.766743   1.228646   1.509373  25.312527
  11.328886   4.310521   3.287732   1.508427   1.541063  30.066328
   2.078277   8.388038   0.868379   2.619719   0.987437   1.239694
   5.018178   4.19525 ]"
O=C1C(Cl)=C(N)C=NN1C=2C=CC=CC2,"[ 77.0385  92.0495  94.0651 104.0495 105.0447 128.9849 130.0649 146.0116
 149.0154 158.0601 159.0554 186.0661 193.0288 195.0318 205.0163 222.0427]","[  6.838428   5.923168  12.075092 100.         1.481275   7.115519
   0.861048   3.661273   3.472498   0.908841   2.466678  15.435841
  13.67585    2.745007  12.083135   9.880092]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,[372.098],[100.]
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,[372.0974 404.1234],[100.        15.371997]
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[134.06   172.0391 201.066  287.0801 289.0965 316.1073 317.0906 329.0798
 344.1028 372.0977 404.123 ]","[  0.316464   1.034225   0.57256    0.281109   0.215973   2.691509
   0.461898   1.753815  29.085613 100.         0.196305]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[129.045  130.0402 134.0599 141.0448 143.0604 145.0289 156.0443 161.0703
 162.055  169.0396 171.0556 172.0391 177.0545 182.0713 183.0552 199.0496
 201.0416 201.066  202.0497 210.0423 210.0658 211.0504 216.0654 225.066
 262.086  272.0825 273.0883 284.0835 287.0802 289.0967 303.0756 312.0783
 315.0996 316.1076 317.0908 328.0712 329.079  340.0701 344.1026 372.0974]","[  1.416552   0.473288   6.898004   0.52193    4.62479    2.385088
   1.130847   0.508625   1.678096   3.210105   1.852182   5.053472
   2.002297   0.828199   3.80381    0.622358   4.273237   4.261303
   0.633502   2.925109   3.389032   1.099778  11.572944   0.637729
   0.605272   0.748423   1.233046   0.480905   2.306357   1.018135
   2.19536    1.257415   1.633051   6.106378   1.789197   4.530983
 100.         0.637889  89.206884  16.689153]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[ 89.0384 103.0421 107.0489 114.0337 120.0442 129.0331 129.0446 130.0293
 130.0398 133.0286 133.0521 134.0599 141.0447 143.0361 143.0603 144.0443
 145.0284 145.0522 154.0526 155.06   156.0442 157.0285 157.0519 162.0555
 169.0396 170.0472 171.0309 171.0552 172.0392 173.0474 177.0547 182.0476
 183.0552 184.0398 186.0556 199.05   200.0342 201.0418 201.0667 210.0421
 210.066  211.0499 216.0653 242.0321 244.0876 245.0702 246.0778 247.0863
 259.0874 272.0818 273.0881 275.0813 288.1121 300.0761 301.0842 328.0713
 329.079  344.1021]","[  1.938832   0.899473   2.509489   1.83624    4.523454   2.107886
   8.949584   0.961833   5.388491   1.002872   8.061285  17.376311
   4.527898   3.564186   8.499887   1.378851   4.301457   6.371629
   1.24678    2.168723  25.242482   2.023662   1.04486    1.103211
   8.301432   2.92486    2.155095   6.64329   33.46199    4.003782
   3.827937   4.558061  59.122718   1.357095   1.30914   15.590948
  23.650305  19.450912   3.355195  14.57409    2.105229   4.980378
   6.080729   3.799873   1.192283   2.181947   2.220781   1.223922
   1.323219  13.220677  10.697529   2.337591   1.330709  15.163767
  30.191998  42.714641 100.         9.00088 ]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[ 68.9973  77.0385  89.0385  91.0414 103.0413 104.0494 105.0333 105.0576
 106.0652 107.0495 114.0337 115.0416 116.0494 117.0334 117.0576 118.0414
 119.0368 120.0442 127.0416 128.0497 129.0334 129.0446 130.0291 130.04
 132.0443 133.0285 133.0521 134.0361 134.0599 141.0447 143.0365 143.0602
 144.0443 145.0285 145.0521 146.0235 146.0601 154.0526 155.0363 155.06
 156.0443 157.0284 157.0521 159.0314 159.0554 162.0309 169.0397 170.0476
 171.0553 172.0392 177.0541 181.0398 182.0475 183.0552 184.0386 186.055
 197.0342 199.0501 200.0342 201.0417 210.0422 211.05   219.0683 229.0767
 233.0708 242.0322 244.0866 245.0708 246.0791 259.087  261.078  272.0819
 273.0664 274.0736 284.0822 300.0761 301.0847 328.0712 329.0792]","[  1.073793   2.044082   6.028587   0.9405     2.133449   5.955147
   1.436712   1.321787   1.023417   0.98852    5.184935   1.169954
   5.305983   1.485437   2.773463   1.521521   1.984986   6.149428
   2.514891   4.051891   3.182166  15.456186   2.947363  16.452773
   2.824871   2.654084  14.552303   1.522071  12.670271   5.734482
   2.690081   7.10742    7.447016   2.394703   8.214596   3.361656
   0.965697   0.96224    1.515037   5.487898  65.499597   1.928177
   0.99392    1.272873   1.449181   1.648966   4.290942   5.590955
  14.128723 100.         1.441493   1.353193   4.866751  32.596821
   1.525356   1.389844   1.94314   18.42381   35.498675   5.972346
   7.345473   3.86946    0.901166   0.980987   1.216322   2.030529
   3.682643   4.738756   2.455846   1.08026    1.173944  14.544306
   7.935386   2.865478   0.931728  14.79058    7.833498  29.169189
   4.554312]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[ 65.0385  68.997   77.0385  78.0461  79.0542  89.0386  91.0416  91.0541
 102.0339 102.0461 103.0417 103.0541 104.0495 105.0336 105.0449 105.0571
 107.0487 114.0338 115.0419 115.0538 116.0494 117.0336 117.0576 118.0416
 119.0367 120.0443 127.0418 128.0495 129.0335 129.0447 130.0287 130.04
 132.0444 133.028  133.0522 134.036  134.0599 140.0495 141.0446 142.0527
 143.0366 143.0606 144.0444 145.028  145.0522 146.0237 146.0594 154.0289
 155.036  155.0603 156.0444 157.0522 159.0312 159.0548 170.0474 171.0554
 172.0393 181.0397 182.0474 183.0553 184.0395 199.0499 200.0342 204.0809
 205.0758 211.0498 218.0844 245.0709 272.0821 273.0655 274.0729 300.0773
 328.0716]","[  0.999864   1.208502   3.910268   1.290928   0.55821   11.114447
   1.785176   1.272311   1.638482   1.137583   2.295968   0.879119
   9.783434   3.072695   0.814754   1.067541   0.922211   5.47573
   1.674366   0.52657   12.432925   1.262697   1.59336    1.389076
   2.327511   3.168729   5.327617   7.018805   1.982558  14.675394
   4.481112  16.169993   2.591498   2.422654   6.672406   1.693609
   5.882029   0.762758   2.60615    1.509876   2.405094   2.305054
  15.415236   0.817592   3.568919   2.257176   0.863828   1.233422
   0.829656   4.235323  52.207378   1.141618   0.740023   0.603875
   3.020769   9.689807 100.         2.873115   4.216693   6.066721
   0.573474   6.138823  12.498863   0.660018   1.429482   1.523609
   1.113777   4.183021   5.410572   1.822577   0.905361   5.04774
   4.293247]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,[172.0398 344.1018 372.0976 404.1234],[  0.244727   0.241208 100.        14.920411]
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[134.06   172.0395 177.0539 201.066  287.0816 303.0752 316.1076 317.0927
 329.079  340.0718 344.1027 372.0978]","[  0.309786   0.888671   0.195634   0.603518   0.309601   0.633437
   2.950847   0.345154   1.869539   0.339381  27.47399  100.      ]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[106.0655 107.0491 120.0441 129.0447 130.0399 134.0601 141.0448 143.0604
 144.0442 145.0283 155.0606 156.0443 157.0285 160.0394 161.0702 162.0548
 169.0397 171.0317 171.0553 172.0392 177.0547 182.0718 183.0552 186.0553
 187.0502 199.0502 200.0338 201.042  201.0659 202.05   210.0423 210.0662
 211.0502 216.0654 225.0651 242.0323 261.0787 272.0809 273.0661 273.0896
 275.0827 284.0822 287.0817 288.0648 288.1127 289.0964 300.0768 301.0846
 303.0763 312.0765 315.1    316.1078 317.0918 328.0713 329.0793 340.0711
 344.1027 372.0976]","[  0.348917   0.450048   0.35947    1.207499   0.400971   5.590988
   0.725336   4.289116   0.301194   2.48966    0.433998   1.730184
   0.25378    0.437095   0.356024   1.705928   2.328685   0.45332
   2.143934   3.907159   1.991581   0.943502   4.466129   0.472522
   0.88127    0.880345   0.907968   3.291737   4.73553    0.497409
   2.086571   3.406035   0.947042  10.655309   0.471248   0.841955
   0.265808   1.068367   0.85885    1.356997   0.597132   0.276508
   2.900822   0.643742   1.056902   1.299915   1.245836   8.975207
   1.419778   0.996266   2.271267   6.1089     0.938071   3.768375
 100.         0.753857  80.905203  17.042192]"
N#CC=1C=CC=CC1OC2=NC=NC(OC=3C=CC=CC3C(=COC)C(=O)OC)=C2,"[ 77.0385  89.0386  91.0539 105.0335 106.0653 107.0492 114.0338 116.0497
 117.0573 119.0365 120.0444 121.0647 127.0414 128.049  129.0337 129.0447
 130.04   131.0491 131.0605 132.0441 133.0287 133.0522 134.0601 141.0448
 142.0521 143.0366 143.0604 144.0443 145.0284 145.0522 155.0605 156.0444
 157.0282 159.0552 160.0391 161.0709 169.0396 170.0477 171.0317 171.0552
 172.0393 173.0471 177.0546 182.0473 182.0713 183.0553 184.0392 186.055
 187.0503 197.0347 199.0502 200.0342 201.042  201.0661 210.0424 210.066
 211.0501 216.0654 227.0454 233.0715 242.0322 244.0873 245.071  246.0788
 247.0872 257.0719 259.0868 261.0784 262.0854 272.0817 273.0657 273.0894
 274.0734 275.0812 284.0827 287.0814 288.0664 300.0766 301.0844 312.0768
 315.1015 316.1083 317.09   328.0713 329.0792 344.1026]","[  0.639524   2.362757   0.886327   0.966613   0.871795   1.916532
   2.408185   1.199964   0.736654   1.174593   4.639915   1.123731
   0.820783   0.660271   1.662403   8.328499   6.017715   1.052033
   0.675314   1.191197   1.054465   7.579956  17.096679   5.363868
   0.566384   3.269441   8.602174   1.096769   3.556867   6.818621
   2.652435  26.920615   2.661112   0.839578   1.20765    1.181199
   8.790909   2.807332   1.107218   7.120789  33.957095   3.812046
   4.122981   3.534618   1.778538  56.262535   1.384856   1.041044
   1.993515   0.771753  11.84123   20.992134  18.551612   2.791539
  12.635111   2.143758   4.640215   7.829971   0.916441   1.091605
   4.617486   1.685552   2.003723   2.360265   1.178466   0.713295
   1.503963   1.433796   0.794151  15.861166  10.038522   8.867141
   3.995196   2.803069   1.56158    2.48739    1.181199  15.834714
  31.924878   1.193238   0.702606   1.142407   0.713625  38.75554
 100.         9.748844]"
